X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y
2377701.591,2385402.258,611,T20170021021,2017/11/03 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,A,46,2,Drivers,F,On URCHES ROAD ALT 29m S from Int URCHES ROAD,323994,N,N,Non Intersection,9999,URCHES,ROAD,URCHES,ROAD,Non Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2377701.591,2385402.258
2557693.812,2529764.123,612,T20170021090,2017/11/05 00:00:00+00,02.:1.00,0,6,Vehicle overturned (no collision),A,01,19,3,Passengers,M,On FAITHFULS CREEK ROAD 558m E from Int MCKERNANS ROAD,323298,N,N,Non Intersection,9999,FAITHFULS CREEK,ROAD,MCKERNANS,ROAD,Non Declared Road,STRATHBOGIE,NORTH EASTERN REGION,Country,2557693.812,2529764.123
2445744.329,2484889.406,613,T20170021096,2017/11/05 00:00:00+00,09.:1.00,1,3,Struck animal,A,A,60,4,Motorcyclists,M,On CALDER FREEWAY(R) 283m N from Int METCALFE-TARADALE ROAD,323297,N,N,Non Intersection,2530,CALDER,FREEWAY,METCALFE-TARADALE,ROAD,Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2445744.329,2484889.406
2667945.976,2397746.43,614,T20170021109,2017/11/05 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,01,70,3,Passengers,F,At Int of BOISDALE-NEWRY ROAD and THREE CHAIN ROAD,51985,I,I,Intersection,9999,BOISDALE-NEWRY,ROAD,THREE CHAIN,ROAD,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2667945.976,2397746.43
2667945.976,2397746.43,615,T20170021109,2017/11/05 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,A,72,2,Drivers,M,At Int of BOISDALE-NEWRY ROAD and THREE CHAIN ROAD,51985,I,I,Intersection,9999,BOISDALE-NEWRY,ROAD,THREE CHAIN,ROAD,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2667945.976,2397746.43
2540282.358,2424061.244,616,T20170021111,2017/11/05 00:00:00+00,14.:3.00,3,1,Collision with vehicle,A,01,79,3,Passengers,F,On MAROONDAH HIGHWAY 525m W from Int MADDENS LANE,324112,N,N,Non Intersection,2720,MAROONDAH,HIGHWAY,MADDENS,LANE,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2540282.358,2424061.244
2768223.044,2588594.0,617,T20170021132,2017/11/05 00:00:00+00,17.:5.00,2,1,Collision with vehicle,A,A,32,4,Motorcyclists,M,On MURRAY VALLEY HIGHWAY 566m E from Int MT ELLIOT RIDGE TRACK,323296,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,MT ELLIOT RIDGE,TRACK,Declared Road,TOWONG,NORTH EASTERN REGION,Country,2768223.044,2588594
2397883.344,2441958.869,618,T20170021160,2017/11/06 00:00:00+00,12.:1.00,2,1,Collision with vehicle,A,A,75,2,Drivers,M,On MIDLAND HIGHWAY 39m S from Int MIDLAND-WESTERN IN RAMP ON,324676,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,MIDLAND-WESTERN IN ON,RAMP,Declared Road,BALLARAT,WESTERN REGION,Ballarat,2397883.344,2441958.869
2514173.605,2473304.839,619,T20170021187,2017/11/06 00:00:00+00,13.:1.00,1,4,Collision with a fixed object,A,01,64,3,Passengers,F,On STRATH CREEK ROAD 1161m NW from Int MURCHISON SPUR ROAD,323344,N,N,Non Intersection,5514,STRATH CREEK,ROAD,MURCHISON SPUR,ROAD,Declared Road,MITCHELL,NORTHERN REGION,Country,2514173.605,2473304.839
2517671.597,2408208.855,620,T20170021306,2017/11/08 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,B,33,4,Motorcyclists,M,At Int of ORIENT AVENUE and GLENBURNIE ROAD,323464,I,I,Intersection,9999,ORIENT,AVENUE,GLENBURNIE,ROAD,Non Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2517671.597,2408208.855
2429645.295,2520716.971,621,T20170021393,2017/11/10 00:00:00+00,02.:1.00,2,1,Collision with vehicle,A,A,35,2,Drivers,M,On LOCKWOOD ROAD 366m SW from Int BROWN REEF ROAD,324550,N,N,Non Intersection,5200,LOCKWOOD,ROAD,BROWN REEF,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2429645.295,2520716.971
2373628.233,2331428.014,622,T20170021508,2017/11/11 00:00:00+00,14.:3.00,1,5,Collision with some other object,A,01,16,3,Passengers,F,On FRYS ROAD 617m S from Int COLAC-LAVERS HILL ROAD,323536,N,N,Non Intersection,9999,FRYS,ROAD,COLAC-LAVERS HILL,ROAD,Non Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2373628.233,2331428.014
2443752.935,2370505.27,623,T20170021516,2017/11/11 00:00:00+00,14.:2.00,2,1,Collision with vehicle,A,02,36,3,Passengers,M,At Int of BARWON TERRACE and BELLERINE STREET,243644,I,I,Intersection,9999,BARWON,TERRACE,BELLERINE,STREET,Non Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2443752.935,2370505.27
2501023.191,2414604.147,624,T20170021612,2017/11/13 00:00:00+00,08.:0.00,2,1,Collision with vehicle,A,A,35,6,Bicyclists,M,On VICTORIA ROAD 144m N from Int SEPARATION STREET,323584,N,N,Non Intersection,9999,VICTORIA,ROAD,SEPARATION,STREET,Non Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2501023.191,2414604.147
2496157.75,2467099.064,625,T20170021756,2017/11/15 00:00:00+00,09.:3.00,2,1,Collision with vehicle,A,A,84,2,Drivers,M,On FOOTE STREET 57m W from Int FITZROY STREET,323997,N,N,Non Intersection,9999,FOOTE,STREET,FITZROY,STREET,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2496157.75,2467099.064
2505287.159,2403653.524,626,T20170021881,2017/11/17 00:00:00+00,01.:0.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On MOIRA STREET 26m NE from Int MALVERN ROAD,323728,N,N,Non Intersection,9999,MOIRA,STREET,MALVERN,ROAD,Non Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2505287.159,2403653.524
2514388.763,2401351.624,627,T20170021968,2017/11/18 00:00:00+00,01.:5.00,4,1,Collision with vehicle,A,A,49,2,Drivers,M,On WAVERLEY ROAD 50m W from Int SPRINGVALE ROAD,323801,N,N,Non Intersection,5303,WAVERLEY,ROAD,SPRINGVALE,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2514388.763,2401351.624
2577879.63,2307347.92,628,T20170022040,2017/11/18 00:00:00+00,22.:2.00,1,4,Collision with a fixed object,A,A,66,2,Drivers,M,On WALKERVILLE ROAD 311m SE from Int BALD HILLS ROAD,323800,N,N,Non Intersection,9999,WALKERVILLE,ROAD,BALD HILLS,ROAD,Non Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2577879.63,2307347.92
2513353.76,2394119.267,629,T20170022141,2017/11/20 00:00:00+00,17.:0.00,1,2,Struck Pedestrian,A,01,82,1,Pedestrians,M,On SPRINGVALE ROAD 11m N from Int ASH GROVE,324689,N,N,Non Intersection,2400,SPRINGVALE,ROAD,ASH,GROVE,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513353.76,2394119.267
2488947.795,2405807.91,630,T20170022365,2017/11/23 00:00:00+00,12.:4.00,1,2,Struck Pedestrian,A,01,84,1,Pedestrians,M,At Int of CHAMPION ROAD and MARKET STREET,254820,I,I,Intersection,9999,CHAMPION,ROAD,MARKET,STREET,Non Declared Road,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,Melbourne - West,2488947.795,2405807.91
2284758.314,2430867.832,631,T20170022393,2017/11/23 00:00:00+00,12.:0.00,1,8,No collision and no object struck,A,A,37,2,Drivers,M,On MAROONA-GLENTHOMPSON ROAD 574m NE from Int RED HILL ROAD,323968,N,N,Non Intersection,5109,MAROONA-GLENTHOMPSON,ROAD,RED HILL,ROAD,Declared Road,ARARAT,WESTERN REGION,Country,2284758.314,2430867.832
2510467.99,2388005.985,632,T20170022473,2017/11/24 00:00:00+00,15.:0.00,2,1,Collision with vehicle,A,A,50,2,Drivers,M,At Int of GOVERNOR ROAD and BATE DRIVE,36702,I,I,Intersection,5168,GOVERNOR,ROAD,BATE,DRIVE,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2510467.99,2388005.985
2764061.528,2401633.326,633,T20170022514,2017/11/25 00:00:00+00,02.:0.00,1,4,Collision with a fixed object,A,01,17,3,Passengers,M,On COLQUHOUN ROAD 140m SE from Int MITCHELSON COURT,324066,N,N,Non Intersection,9999,COLQUHOUN,ROAD,MITCHELSON,COURT,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2764061.528,2401633.326
2764061.528,2401633.326,634,T20170022514,2017/11/25 00:00:00+00,02.:0.00,1,4,Collision with a fixed object,A,02,36,3,Passengers,M,On COLQUHOUN ROAD 140m SE from Int MITCHELSON COURT,324066,N,N,Non Intersection,9999,COLQUHOUN,ROAD,MITCHELSON,COURT,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2764061.528,2401633.326
2764061.528,2401633.326,635,T20170022514,2017/11/25 00:00:00+00,02.:0.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,F,On COLQUHOUN ROAD 140m SE from Int MITCHELSON COURT,324066,N,N,Non Intersection,9999,COLQUHOUN,ROAD,MITCHELSON,COURT,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2764061.528,2401633.326
2354505.058,2451536.721,636,T20170022564,2017/11/25 00:00:00+00,09.:3.00,2,1,Collision with vehicle,A,01,67,3,Passengers,M,On WESTERN HIGHWAY 887m SE from Int BOX CUTTING RISE,324065,N,N,Non Intersection,2520,WESTERN,HIGHWAY,BOX CUTTING,RISE,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2354505.058,2451536.721
2354505.058,2451536.721,637,T20170022564,2017/11/25 00:00:00+00,09.:3.00,2,1,Collision with vehicle,A,A,31,2,Drivers,F,On WESTERN HIGHWAY 887m SE from Int BOX CUTTING RISE,324065,N,N,Non Intersection,2520,WESTERN,HIGHWAY,BOX CUTTING,RISE,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2354505.058,2451536.721
2600703.772,2466569.41,638,T20170022600,2017/11/26 00:00:00+00,01.:0.00,1,2,Struck Pedestrian,A,01,43,1,Pedestrians,M,On MANSFIELD-WOODS POINT ROAD 254m N from Int MANSFIELD-WOODS POINT ROAD SERVICE ROAD FWD,324064,N,N,Non Intersection,5501,MANSFIELD-WOODS POINT,ROAD,MANSFIELD-WOODS POINT FWD,ROAD SERVICE ROAD,Declared Road,MANSFIELD,NORTH EASTERN REGION,Country,2600703.772,2466569.41
2174850.388,2364561.832,639,T20170022878,2017/11/29 00:00:00+00,14.:5.00,2,1,Collision with vehicle,A,A,35,2,Drivers,F,On PORTLAND-NELSON ROAD 1073m N from Int SPRING ROAD,324851,N,N,Non Intersection,5045,PORTLAND-NELSON,ROAD,SPRING,ROAD,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2174850.388,2364561.832
2602531.866,2607868.756,640,T20170022879,2017/11/29 00:00:00+00,19.:3.00,2,1,Collision with vehicle,A,A,43,2,Drivers,M,On MURRAY VALLEY HIGHWAY 829m W from Int MCPHAILS ROAD,324256,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,MCPHAILS,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2602531.866,2607868.756
2265236.207,2682075.07,641,T20170023143,2017/12/03 00:00:00+00,18.:4.00,1,4,Collision with a fixed object,A,A,40,2,Drivers,M,At Int of SUNRAYSIA HIGHWAY and NANDALY-TEMPY ROAD ALT,324376,I,I,Intersection,2700,SUNRAYSIA,HIGHWAY,NANDALY-TEMPY ALT,ROAD,Declared Road,YARRIAMBIACK,WESTERN REGION,Country,2265236.207,2682075.07
2497733.622,2341332.365,642,T20170023159,2017/12/04 00:00:00+00,05.:4.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On MORNINGTON-FLINDERS ROAD 230m N from Int BALDRYS ROAD,324424,N,N,Non Intersection,5751,MORNINGTON-FLINDERS,ROAD,BALDRYS,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2497733.622,2341332.365
2517664.081,2416929.649,643,T20170023335,2017/12/06 00:00:00+00,17.:2.00,2,1,Collision with vehicle,A,A,27,2,Drivers,F,On HEIDELBERG-WARRANDYTE ROAD 236m E from Int MELBOURNE HILL ROAD,324520,N,N,Non Intersection,5809,HEIDELBERG-WARRANDYTE,ROAD,MELBOURNE HILL,ROAD,Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2517664.081,2416929.649
2499905.861,2480129.914,644,T20170023403,2017/12/07 00:00:00+00,17.:1.00,1,4,Collision with a fixed object,A,A,19,2,Drivers,F,On BROADFORD-GLENAROUA ROAD 241m N from Int SELECTION ROAD,324568,N,N,Non Intersection,9999,BROADFORD-GLENAROUA,ROAD,SELECTION,ROAD,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2499905.861,2480129.914
2441243.798,2373168.502,645,T20170023468,2017/12/08 00:00:00+00,15.:1.00,1,2,Struck Pedestrian,A,01,85,1,Pedestrians,M,At Int of AUTUMN STREET and MINERVA ROAD,49887,I,I,Intersection,9999,AUTUMN,STREET,MINERVA,ROAD,Non Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2441243.798,2373168.502
2541262.668,2409997.79,646,T20170023547,2017/12/09 00:00:00+00,13.:0.00,1,2,Struck Pedestrian,A,01,58,1,Pedestrians,M,On MONBULK-SEVILLE ROAD 184m S from Int STEVENSON LANE,324641,N,N,Non Intersection,5777,MONBULK-SEVILLE,ROAD,STEVENSON,LANE,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2541262.668,2409997.79
2460630.018,2452255.761,647,T20170023583,2017/12/10 00:00:00+00,09.:2.00,1,1,Collision with vehicle,A,B,57,6,Bicyclists,M,On BLACK FOREST DRIVE 347m S from Int ELLANDEE CRESCENT,326252,N,N,Non Intersection,5228,BLACK FOREST,DRIVE,ELLANDEE,CRESCENT,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2460630.018,2452255.761
2509340.067,2400459.991,648,T20170023896,2017/12/14 00:00:00+00,13.:3.00,1,2,Struck Pedestrian,A,01,77,1,Pedestrians,M,At Int of FERNTREE GULLY ROAD and HUNTINGDALE ROAD,324832,I,I,Intersection,5799,FERNTREE GULLY,ROAD,HUNTINGDALE,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2509340.067,2400459.991
2414814.374,2355978.054,649,T20170023908,2017/12/14 00:00:00+00,11.:0.00,2,1,Collision with vehicle,A,A,55,2,Drivers,M,On CAPE OTWAY ROAD 912m E from Int WURDALE ROAD,325024,N,N,Non Intersection,9999,CAPE OTWAY,ROAD,WURDALE,ROAD,Non Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2414814.374,2355978.054
2422191.416,2458515.061,650,T20170023947,2017/12/12 00:00:00+00,09.:4.00,1,7,Fall from or in moving vehicle,A,A,88,7,Drivers,M,On WALLABY TRACK 883m N from Int BELLTOWN GULLY TRACK,330871,N,N,Non Intersection,9999,WALLABY,TRACK,BELLTOWN GULLY,TRACK,Non Declared Road,HEPBURN,WESTERN REGION,Ballarat,2422191.416,2458515.061
2527927.769,2408840.302,651,T20170023959,2017/12/15 00:00:00+00,11.:3.00,2,1,Collision with vehicle,A,B,43,4,Motorcyclists,M,At Int of LEEDS DRIVE and LIVERPOOL ROAD,66216,I,I,Intersection,9999,LEEDS,DRIVE,LIVERPOOL,ROAD,Non Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2527927.769,2408840.302
2514863.611,2444988.028,652,T20170024123,2017/12/17 00:00:00+00,20.:2.00,1,4,Collision with a fixed object,A,01,48,5,Pillion Passengers,M,On HUMEVALE ROAD 776m E from Int THOMAS ROAD,324946,N,N,Non Intersection,9999,HUMEVALE,ROAD,THOMAS,ROAD,Non Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2514863.611,2444988.028
2535886.718,2574109.503,653,T20170024187,2017/12/18 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,A,46,2,Drivers,M,On BARMAH-SHEPPARTON ROAD 634m SE from Int SHEPPARTON-ZEERUST ROAD,324953,N,N,Non Intersection,5369,BARMAH-SHEPPARTON,ROAD,SHEPPARTON-ZEERUST,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2535886.718,2574109.503
2500126.663,2401859.424,654,T20170024218,2017/12/19 00:00:00+00,11.:1.00,1,2,Struck Pedestrian,A,01,44,1,Pedestrians,F,On GLEN HUNTLY ROAD 30m E from Int SELWYN STREET,94780,N,N,Non Intersection,9999,GLEN HUNTLY,ROAD,SELWYN,STREET,Non Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2500126.663,2401859.424
2501157.9,2418378.83,655,T20170024357,2017/12/21 00:00:00+00,00.:2.00,3,1,Collision with vehicle,A,A,41,2,Drivers,M,On PLENTY ROAD 23m S from Int JOSEPHINE GROVE,325072,N,N,Non Intersection,5813,PLENTY,ROAD,JOSEPHINE,GROVE,Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2501157.9,2418378.83
2457336.75,2538711.785,656,T20170024389,2017/12/21 00:00:00+00,12.:1.00,2,1,Collision with vehicle,A,A,71,2,Drivers,M,At Int of AXEDALE-GOORNONG ROAD and SANDY CREEK-BARNADOWN ROAD,19409,I,I,Intersection,9999,AXEDALE-GOORNONG,ROAD,SANDY CREEK-BARNADOWN,ROAD,Non Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2457336.75,2538711.785
2339455.937,2349078.531,657,T20170024452,2017/12/22 00:00:00+00,07.:5.00,2,1,Collision with vehicle,A,A,22,2,Drivers,F,On COBDEN-STONYFORD ROAD 1195m W from Int THORNTONS ROAD E,325104,N,N,Non Intersection,5032,COBDEN-STONYFORD,ROAD,THORNTONS E,ROAD,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2339455.937,2349078.531
2438665.416,2517311.242,658,T20170024467,2017/12/22 00:00:00+00,10.:1.00,2,1,Collision with vehicle,A,B,23,6,Bicyclists,M,On SEDGWICK ROAD 293m SE from Int PEARCES ROAD,325105,N,N,Non Intersection,9999,SEDGWICK,ROAD,PEARCES,ROAD,Non Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2438665.416,2517311.242
2306675.2,2545693.834,659,T20170024551,2017/12/23 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,A,59,2,Drivers,M,On BANYENA ROAD 2138m E from Int BANYENA SILO ROAD,325290,N,N,Non Intersection,9999,BANYENA,ROAD,BANYENA SILO,ROAD,Non Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2306675.2,2545693.834
2477833.613,2402284.115,660,T20170024611,2017/12/24 00:00:00+00,19.:3.00,2,1,Collision with vehicle,A,01,40,3,Passengers,M,On PALMERS ROAD 102m N from Int THE STRAND,325168,N,N,Non Intersection,5421,PALMERS,ROAD,THE STRAND, ,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477833.613,2402284.115
2477833.613,2402284.115,661,T20170024611,2017/12/24 00:00:00+00,19.:3.00,2,1,Collision with vehicle,A,02,50,3,Passengers,F,On PALMERS ROAD 102m N from Int THE STRAND,325168,N,N,Non Intersection,5421,PALMERS,ROAD,THE STRAND, ,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477833.613,2402284.115
2477833.613,2402284.115,662,T20170024611,2017/12/24 00:00:00+00,19.:3.00,2,1,Collision with vehicle,A,A,35,2,Drivers,M,On PALMERS ROAD 102m N from Int THE STRAND,325168,N,N,Non Intersection,5421,PALMERS,ROAD,THE STRAND, ,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477833.613,2402284.115
2393683.546,2344989.191,663,T20170024688,2017/12/26 00:00:00+00,10.:5.00,2,1,Collision with vehicle,A,B,52,2,Drivers,M,At Int of BIRREGURRA-FORREST ROAD and DEEPDENE ROAD,73791,I,I,Intersection,5014,BIRREGURRA-FORREST,ROAD,DEEPDENE,ROAD,Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2393683.546,2344989.191
2568080.383,2442516.005,664,T20170024737,2017/12/27 00:00:00+00,11.:0.00,2,1,Collision with vehicle,A,A,66,4,Motorcyclists,M,On MARYSVILLE-WOODS POINT ROAD 1751m E from Int WATER RACE TRACK,325264,N,N,Non Intersection,4961,MARYSVILLE-WOODS POINT,ROAD,WATER RACE,TRACK,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2568080.383,2442516.005
2568080.383,2442516.005,665,T20170024737,2017/12/27 00:00:00+00,11.:0.00,2,1,Collision with vehicle,A,B,48,4,Motorcyclists,M,On MARYSVILLE-WOODS POINT ROAD 1751m E from Int WATER RACE TRACK,325264,N,N,Non Intersection,4961,MARYSVILLE-WOODS POINT,ROAD,WATER RACE,TRACK,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2568080.383,2442516.005
2751651.556,2400078.575,666,T20170024810,2017/12/28 00:00:00+00,16.:4.00,1,4,Collision with a fixed object,A,A,79,2,Drivers,F,On ROSHERVILLE ROAD 190m N from Int NUNGURNER ROAD,325312,N,N,Non Intersection,9999,ROSHERVILLE,ROAD,NUNGURNER,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2751651.556,2400078.575
2376925.869,2350430.19,667,T20170024836,2017/12/29 00:00:00+00,07.:4.00,2,1,Collision with vehicle,A,B,61,2,Drivers,M,At Int of MURRAY STREET -MURRAY STREET E and QUEEN STREET,44693,I,I,Intersection,2500,MURRAY STREET -MURRAY,STREET,QUEEN,STREET,Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2376925.869,2350430.19
2232699.399,2380111.24,668,T20170024927,2017/12/20 00:00:00+00,17.:3.00,1,8,No collision and no object struck,A,A,47,4,Motorcyclists,M,On MT ECCLES ROAD 128m W from Int ARDONACHIE SCHOOL ROAD,325409,N,N,Non Intersection,9999,MT ECCLES,ROAD,ARDONACHIE SCHOOL,ROAD,Non Declared Road,MOYNE,SOUTH WESTERN REGION,Country,2232699.399,2380111.24
2417651.023,2602944.205,669,T20170024931,2017/12/30 00:00:00+00,13.:0.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On MITIAMO-KERANG ROAD 396m NW from Int CASSIDYS ROAD,325408,N,N,Non Intersection,9999,MITIAMO-KERANG,ROAD,CASSIDYS,ROAD,Non Declared Road,LODDON,NORTHERN REGION,Bendigo,2417651.023,2602944.205
2417049.234,2438539.689,670,T20180000013,2018/01/01 00:00:00+00,01.:4.00,1,4,Collision with a fixed object,A,A,40,2,Drivers,M,On WESTERN FREEWAY 337m E from Int WESTERN OUT-ORMOND RAMP OF,325492,N,N,Non Intersection,2520,WESTERN,FREEWAY,WESTERN OUT-ORMOND OF,RAMP,Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2417049.234,2438539.689
2297384.711,2491254.746,671,T20180000024,2018/01/01 00:00:00+00,05.:5.00,1,6,Vehicle overturned (no collision),A,02,58,3,Passengers,F,On GRAMPIANS ROAD 485m E from Int HONS ROAD,325432,N,N,Non Intersection,4851,GRAMPIANS,ROAD,HONS,ROAD,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2297384.711,2491254.746
2500240.92,2394458.601,672,T20180000182,2018/01/04 00:00:00+00,05.:4.00,1,2,Struck Pedestrian,A,01,58,1,Pedestrians,M,On BEACH ROAD 15m NW from Int MELROSE STREET,328720,N,N,Non Intersection,5840,BEACH,ROAD,MELROSE,STREET,Declared Road,BAYSIDE,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2500240.92,2394458.601
2436860.613,2452880.394,673,T20180000219,2018/01/04 00:00:00+00,07.:4.00,2,1,Collision with vehicle,A,A,30,2,Drivers,M,On BLACKWOOD ROAD 67m N from Int BEACHS ROAD,325576,N,N,Non Intersection,5956,BLACKWOOD,ROAD,BEACHS,ROAD,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2436860.613,2452880.394
2503992.337,2432645.596,674,T20180000262,2018/01/05 00:00:00+00,05.:3.00,1,4,Collision with a fixed object,A,01,39,3,Passengers,M,On BINDTS ROAD 329m N from Int LEHMANNS ROAD,325616,N,N,Non Intersection,9999,BINDTS,ROAD,LEHMANNS,ROAD,Non Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2503992.337,2432645.596
2430848.067,2492235.803,675,T20180000352,2018/01/06 00:00:00+00,15.:4.00,1,4,Collision with a fixed object,A,03,57,3,Passengers,M,On DUKE STREET -FOREST STREET 2m W from Int FOREST STREET,325806,N,N,Non Intersection,2740,DUKE STREET -FOREST,STREET,FOREST,STREET,Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2430848.067,2492235.803
2694548.402,2528513.05,676,T20180000400,2018/01/07 00:00:00+00,20.:0.00,1,4,Collision with a fixed object,A,A,41,2,Drivers,M,On DAMMS ROAD 542m S from Int FREDAS LANE,327123,N,N,Non Intersection,9999,DAMMS,ROAD,FREDAS,LANE,Non Declared Road,ALPINE,NORTH EASTERN REGION,Country,2694548.402,2528513.05
2569282.514,2562555.855,677,T20180000514,2018/01/09 00:00:00+00,22.:3.00,2,1,Collision with vehicle,A,A,39,2,Drivers,F,On MIDLAND HIGHWAY 416m W from Int BENALLA BOUNDARY ROAD,331425,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,BENALLA BOUNDARY,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2569282.514,2562555.855
2523819.139,2380760.681,678,T20180000549,2018/01/10 00:00:00+00,12.:2.00,2,1,Collision with vehicle,A,01,69,3,Passengers,M,At Int of SOUTH GIPPSLAND HIGHWAY and HUON PARK ROAD,43855,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,HUON PARK,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2523819.139,2380760.681
