X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y
2543406.11,2398807.941,540,T20170013383,2017/07/09 00:00:00+00,13.:0.00,2,1,Collision with vehicle,A,01,33,3,Passengers,F,On AVON ROAD 198m SE from Int BIRD ROAD,319170,N,N,Non Intersection,9999,AVON,ROAD,BIRD,ROAD,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2543406.11,2398807.941
2511905.329,2372738.143,541,T20170013679,2017/07/13 00:00:00+00,21.:4.00,1,4,Collision with a fixed object,A,01,16,3,Passengers,F,At Int of MOOROODUC HIGHWAY and CRANBOURNE ROAD,35320,I,I,Intersection,2860,MOOROODUC,HIGHWAY,CRANBOURNE,ROAD,Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2511905.329,2372738.143
2503066.453,2408401.806,542,T20170013693,2017/07/14 00:00:00+00,06.:4.00,1,2,Struck Pedestrian,A,01,79,1,Pedestrians,F,At Int of GLENFERRIE ROAD and WATTLE ROAD,66343,I,I,Intersection,5310,GLENFERRIE,ROAD,WATTLE,ROAD,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2503066.453,2408401.806
2504375.039,2416495.01,543,T20170013739,2017/07/14 00:00:00+00,22.:4.00,1,2,Struck Pedestrian,A,01,58,1,Pedestrians,M,On BELL STREET 44m SE from Int MILLER STREET,319360,N,N,Non Intersection,2400,STATE (BELL/SPRINGVALE),HIGHWAY,MILLER,STREET,Declared Road,BANYULE,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2504375.039,2416495.01
2466697.021,2590636.0,544,T20170013748,2017/07/15 00:00:00+00,01.:2.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On WHARPARILLA ROAD 28m NW from Int ECHUCA-MITIAMO ROAD,319643,N,N,Non Intersection,9999,WHARPARILLA,ROAD,ECHUCA-MITIAMO,ROAD,Non Declared Road,CAMPASPE,NORTHERN REGION,Country,2466697.021,2590636
2541441.862,2336501.757,545,T20170013835,2017/07/16 00:00:00+00,16.:2.00,3,1,Collision with vehicle,A,A,75,2,Drivers,F,At Int of BASS HIGHWAY(R) and SOLDIERS ROAD,50403,I,I,Intersection,2710,BASS,HIGHWAY,SOLDIERS,ROAD,Declared Road,BASS COAST,EASTERN REGION,Country,2541441.862,2336501.757
2491083.358,2348204.818,546,T20170013904,2017/07/17 00:00:00+00,10.:0.00,1,4,Collision with a fixed object,A,A,83,2,Drivers,M,At Int of EASTBOURNE ROAD and HINTON STREET,53957,I,I,Intersection,9999,EASTBOURNE,ROAD,HINTON,STREET,Non Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2491083.358,2348204.818
2512404.797,2594811.964,547,T20170013947,2017/07/18 00:00:00+00,15.:3.00,1,4,Collision with a fixed object,A,01,84,3,Passengers,F,On MURRAY VALLEY HIGHWAY 405m E from Int HANCOCKS BRIDGE ROAD,319456,N,N,Non Intersection,2570,MURRAY VALLEY,HIGHWAY,HANCOCKS BRIDGE,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2512404.797,2594811.964
2506440.045,2392115.102,548,T20170013968,2017/07/18 00:00:00+00,17.:3.00,1,2,Struck Pedestrian,A,01,66,1,Pedestrians,F,On WARRIGAL ROAD 30m S from Int EAGLAND ROAD,319408,N,N,Non Intersection,2070,WARRIGAL,HIGHWAY,EAGLAND,ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2506440.045,2392115.102
2477260.618,2449675.039,549,T20170013970,2017/07/18 00:00:00+00,19.:2.00,2,1,Collision with vehicle,A,B,47,2,Drivers,M,At Int of MELBOURNE LANCEFIELD ROAD and SUTHERLANDS ROAD,15302,I,I,Intersection,5821,MELBOURNE-LANCEFIELD,ROAD,SUTHERLANDS,ROAD,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2477260.618,2449675.039
2495762.936,2412577.706,550,T20170014068,2017/07/20 00:00:00+00,06.:4.00,2,1,Collision with vehicle,A,B,45,4,Motorcyclists,M,At Int of ELLIOTT AVENUE and MACARTHUR ROAD,57432,I,I,Intersection,5069,ELLIOTT,AVENUE,MACARTHUR,ROAD,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2495762.936,2412577.706
2443721.771,2396098.566,551,T20170014075,2017/07/20 00:00:00+00,07.:2.00,2,1,Collision with vehicle,A,A,25,2,Drivers,F,On BACCHUS MARSH ROAD 2819m N from Int SHEARERS LANE,323182,N,N,Non Intersection,5060,BACCHUS MARSH,ROAD,SHEARERS,LANE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2443721.771,2396098.566
2735526.305,2479743.176,552,T20170014249,2017/07/22 00:00:00+00,15.:0.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,On GREAT ALPINE ROAD 2438m SE from Int TONGIO GAP ROAD,319576,N,N,Non Intersection,4005,GREAT ALPINE,ROAD,TONGIO GAP,ROAD,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2735526.305,2479743.176
2462389.014,2439029.118,553,T20170014368,2017/07/24 00:00:00+00,17.:1.00,3,1,Collision with vehicle,A,A,27,2,Drivers,M,On MELTON ROAD 1472m SE from Int COUANGALT ROAD,319626,N,N,Non Intersection,5827,GISBORNE-MELTON,ROAD,COUANGALT,ROAD,Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2462389.014,2439029.118
2501798.113,2419307.738,554,T20170015098,2017/08/04 00:00:00+00,18.:3.00,2,1,Collision with vehicle,A,02,87,3,Passengers,F,On PLENTY ROAD 32m NE from Int CHALEYER STREET,320081,N,N,Non Intersection,5813,WHITTLESEA,ROAD,CHALEYER,STREET,Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2501798.113,2419307.738
2621299.333,2362259.626,555,T20170015139,2017/08/05 00:00:00+00,15.:4.00,1,4,Collision with a fixed object,A,A,28,2,Drivers,M,On PRINCES DRIVE 167m W from Int DAVEY STREET,321142,N,N,Non Intersection,5921,PRINCES,DRIVE,DAVEY,STREET,Declared Road,LATROBE,EASTERN REGION,Country,2621299.333,2362259.626
2683540.374,2395452.685,556,T20170015162,2017/08/05 00:00:00+00,20.:0.00,1,4,Collision with a fixed object,A,A,27,2,Drivers,M,On BRIAGOLONG ROAD 473m S from Int CORCORANS LANE,321266,N,N,Non Intersection,5953,BRIAGOLONG,ROAD,CORCORANS,LANE,Declared Road,WELLINGTON,EASTERN REGION,Country,2683540.374,2395452.685
2518201.104,2393687.299,557,T20170015199,2017/08/06 00:00:00+00,05.:1.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On GLADSTONE ROAD 14m S from Int GLADESVILLE COURT,300748,N,N,Non Intersection,9999,GLADSTONE,ROAD,GLADESVILLE,COURT,Non Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2518201.104,2393687.299
2526918.778,2373346.344,558,T20170015437,2017/08/09 00:00:00+00,19.:1.00,2,1,Collision with vehicle,A,01,14,3,Passengers,F,At Int of SOUTH GIPPSLAND HIGHWAY and DEVON ROAD,297431,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,DEVON,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2526918.778,2373346.344
2526918.778,2373346.344,559,T20170015437,2017/08/09 00:00:00+00,19.:1.00,2,1,Collision with vehicle,A,A,44,2,Drivers,F,At Int of SOUTH GIPPSLAND HIGHWAY and DEVON ROAD,297431,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,DEVON,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2526918.778,2373346.344
2638113.757,2595191.867,560,T20170015504,2017/08/10 00:00:00+00,15.:0.00,1,4,Collision with a fixed object,A,A,35,2,Drivers,M,On CHILTERN VALLEY ROAD 88m N from Int MANTELLI ROAD,322546,N,N,Non Intersection,9999,CHILTERN VALLEY,ROAD,MANTELLI,ROAD,Non Declared Road,INDIGO,NORTH EASTERN REGION,Country,2638113.757,2595191.867
2510328.089,2388885.308,561,T20170015514,2017/08/11 00:00:00+00,05.:3.00,2,1,Collision with vehicle,A,B,39,2,Drivers,M,On MALCOLM ROAD 89m W from Int LAKEWOOD BOULEVARD,322054,N,N,Non Intersection,9999,MALCOLM,ROAD,LAKEWOOD,BOULEVARD,Non Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2510328.089,2388885.308
2513931.977,2618756.934,562,T20170015532,2017/08/11 00:00:00+00,06.:2.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On PICOLA NORTH ROAD 331m W from Int GRAHAM LANE,320274,N,N,Non Intersection,9999,PICOLA NORTH,ROAD,GRAHAM,LANE,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2513931.977,2618756.934
2435564.852,2493878.579,563,T20170015693,2017/08/09 00:00:00+00,11.:2.00,1,4,Collision with a fixed object,A,A,65,4,Motorcyclists,M,On GOLDEN POINT ROAD 251m N from Int LLEWELLYN ROAD,320297,N,N,Non Intersection,9999,GOLDEN POINT,ROAD,LLEWELLYN,ROAD,Non Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2435564.852,2493878.579
2558985.92,2363957.272,564,T20170015698,2017/08/13 00:00:00+00,13.:2.00,2,1,Collision with vehicle,A,B,53,6,Bicyclists,M,On THWAITES ROAD 387m W from Int GARDINERS ROAD,320296,N,N,Non Intersection,9999,THWAITES,ROAD,GARDINERS,ROAD,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2558985.92,2363957.272
2258738.559,2422954.396,565,T20170015835,2017/08/15 00:00:00+00,18.:1.00,2,1,Collision with vehicle,A,A,80,2,Drivers,F,On GLENELG HIGHWAY 406m NE from Int MILL ROAD,320393,N,N,Non Intersection,2670,GLENELG,HIGHWAY,MILL,ROAD,Declared Road,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,Country,2258738.559,2422954.396
2502571.221,2424037.756,566,T20170015845,2017/08/15 00:00:00+00,18.:2.00,2,1,Collision with vehicle,A,03,18,3,Passengers,M,At Int of DALTON ROAD and SPENCER STREET,38315,I,I,Intersection,5605,DALTON,ROAD,SPENCER,STREET,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2502571.221,2424037.756
2582660.081,2546623.197,567,T20170015876,2017/08/16 00:00:00+00,10.:2.00,2,1,Collision with vehicle,A,A,82,2,Drivers,M,On HUME FREEWAY 557m from 188 (KM),320454,N,N,Non Intersection,2550,HUME,FREEWAY,HUME,FREEWAY,Declared Road,BENALLA,NORTH EASTERN REGION,Country,2582660.081,2546623.197
2555853.936,2614121.046,568,T20170015877,2017/08/16 00:00:00+00,12.:1.00,2,1,Collision with vehicle,A,A,71,2,Drivers,M,At Int of BENALLA-TOCUMWAL ROAD and PEACH ROAD,58409,I,I,Intersection,5397,BENALLA-TOCUMWAL,ROAD,PEACH,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2555853.936,2614121.046
2538912.934,2606593.806,569,T20170015965,2017/08/17 00:00:00+00,21.:4.00,2,2,Struck Pedestrian,A,01,56,1,Pedestrians,M,At Int of GOULBURN VALLEY HIGHWAY and CENTRE ROAD,320464,I,I,Intersection,2640,GOULBURN VALLEY,HIGHWAY,CENTRE,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2538912.934,2606593.806
2490470.495,2412118.42,570,T20170016029,2017/08/18 00:00:00+00,15.:5.00,1,7,Fall from or in moving vehicle,A,A,43,4,Motorcyclists,M,On BALLARAT ROAD 110m W from Int COMMERCIAL ROAD,320512,N,N,Non Intersection,5520,BALLARAT,ROAD,COMMERCIAL,ROAD,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2490470.495,2412118.42
2399360.966,2437513.096,571,T20170016433,2017/08/25 00:00:00+00,01.:0.00,1,4,Collision with a fixed object,A,01,21,3,Passengers,M,On NOLAN STREET 37m NW from Int HAVELOCK STREET,320814,N,N,Non Intersection,9999,NOLAN,STREET,HAVELOCK,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2399360.966,2437513.096
2399360.966,2437513.096,572,T20170016433,2017/08/25 00:00:00+00,01.:0.00,1,4,Collision with a fixed object,A,A,21,2,Drivers,M,On NOLAN STREET 37m NW from Int HAVELOCK STREET,320814,N,N,Non Intersection,9999,NOLAN,STREET,HAVELOCK,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2399360.966,2437513.096
2394209.12,2630783.967,573,T20170016549,2017/08/27 00:00:00+00,00.:2.00,1,5,Collision with some other object,A,03,21,3,Passengers,M,On BOORT-KERANG ROAD 150m SW from Int NORMANVILLE ROAD,320874,N,N,Non Intersection,5340,BOORT-KERANG,ROAD,NORMANVILLE,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2394209.12,2630783.967
2394209.12,2630783.967,574,T20170016549,2017/08/27 00:00:00+00,00.:2.00,1,5,Collision with some other object,A,04,21,3,Passengers,M,On BOORT-KERANG ROAD 150m SW from Int NORMANVILLE ROAD,320874,N,N,Non Intersection,5340,BOORT-KERANG,ROAD,NORMANVILLE,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2394209.12,2630783.967
2394209.12,2630783.967,575,T20170016549,2017/08/27 00:00:00+00,00.:2.00,1,5,Collision with some other object,A,A,21,2,Drivers,M,On BOORT-KERANG ROAD 150m SW from Int NORMANVILLE ROAD,320874,N,N,Non Intersection,5340,BOORT-KERANG,ROAD,NORMANVILLE,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2394209.12,2630783.967
2521401.172,2386038.255,576,T20170016587,2017/08/27 00:00:00+00,17.:4.00,2,1,Collision with vehicle,A,A,50,2,Drivers,F,At Int of SOUTH GIPPSLAND HIGHWAY and POUND ROAD,35631,I,I,Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,POUND,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2521401.172,2386038.255
2491544.116,2411585.17,577,T20170016596,2017/08/28 00:00:00+00,00.:2.00,1,2,Struck Pedestrian,A,01,34,1,Pedestrians,M,At Int of MOORE STREET and LYNCH STREET,38786,I,I,Intersection,5456,MOORE,STREET,LYNCH,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2491544.116,2411585.17
2489723.359,2409687.95,578,T20170016683,2017/08/29 00:00:00+00,06.:0.00,2,1,Collision with vehicle,A,B,49,4,Motorcyclists,M,On WILLIAMSTOWN ROAD 67m N from Int CECIL STREET,323071,N,N,Non Intersection,5822,WILLIAMSTOWN,ROAD,CECIL,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2489723.359,2409687.95
2529118.597,2573178.843,579,T20170016875,2017/09/01 00:00:00+00,10.:4.00,3,1,Collision with vehicle,A,A,69,2,Drivers,M,On ECHUCA ROAD 1203m SE from Int TURNBULL ROAD,321136,N,N,Non Intersection,5366,ECHUCA,ROAD,TURNBULL,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2529118.597,2573178.843
2338759.865,2317750.28,580,T20170016971,2017/09/02 00:00:00+00,19.:2.00,1,4,Collision with a fixed object,A,A,46,4,Motorcyclists,M,On PRINCETOWN ROAD 118m E from Int MELROSE ROAD,321137,N,N,Non Intersection,5897,PRINCETOWN,ROAD,MELROSE,ROAD,Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2338759.865,2317750.28
2463507.584,2425234.087,581,T20170016979,2017/09/03 00:00:00+00,04.:3.00,1,4,Collision with a fixed object,A,A,20,4,Motorcyclists,M,On KURUNJANG DRIVE 57m W from Int NIMMO CRESCENT,322127,N,N,Non Intersection,9999,KURUNJANG,DRIVE,NIMMO,CRESCENT,Non Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2463507.584,2425234.087
2550918.408,2354153.245,582,T20170017006,2017/09/03 00:00:00+00,14.:0.00,3,1,Collision with vehicle,A,A,77,2,Drivers,F,On SOUTH GIPPSLAND HIGHWAY 360m SE from Int KETTLES ROAD,321750,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,KETTLES,ROAD,Declared Road,BASS COAST,METROPOLITAN SOUTH EAST REGION,Latrobe - Gippsland,2550918.408,2354153.245
2546266.853,2417590.075,583,T20170017015,2017/09/03 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,01,32,3,Passengers,M,On HEALESVILLE-KOO WEE RUP ROAD 646m SE from Int SYME ROAD,321139,N,N,Non Intersection,5770,HEALESVILLE-KOO WEE RUP,ROAD,SYME,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2546266.853,2417590.075
2484375.361,2491595.835,584,T20170017080,2017/09/04 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,A,40,2,Drivers,F,On NORTHERN HIGHWAY 198m SE from Int MOORES LANE,321185,N,N,Non Intersection,2540,NORTHERN,HIGHWAY,MOORES,LANE,Declared Road,MITCHELL,NORTHERN REGION,Country,2484375.361,2491595.835
2507467.273,2388125.269,585,T20170017264,2017/09/07 00:00:00+00,16.:4.00,1,2,Struck Pedestrian,A,01,67,1,Pedestrians,M,At Int of BEACH ROAD and BAY TRAIL,29721,I,I,Intersection,5840,BEACH,ROAD,BAY,TRAIL,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2507467.273,2388125.269
2450811.929,2426276.097,586,T20170017339,2017/09/08 00:00:00+00,19.:4.00,2,1,Collision with vehicle,A,A,52,4,Motorcyclists,M,On HOLTS LANE 26m W from Int BERESFORD CRESCENT,321352,N,N,Non Intersection,9999,HOLTS,LANE,BERESFORD,CRESCENT,Non Declared Road,MOORABOOL,WESTERN REGION,Country,2450811.929,2426276.097
2500500.084,2588865.317,587,T20170017362,2017/09/09 00:00:00+00,08.:0.00,2,1,Collision with vehicle,A,01,61,3,Passengers,F,At Int of MURRAY VALLEY HIGHWAY and SCOBIE ROAD,57281,I,I,Intersection,2570,MURRAY VALLEY,HIGHWAY,SCOBIE,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2500500.084,2588865.317
2500500.084,2588865.317,588,T20170017362,2017/09/09 00:00:00+00,08.:0.00,2,1,Collision with vehicle,A,A,69,2,Drivers,M,At Int of MURRAY VALLEY HIGHWAY and SCOBIE ROAD,57281,I,I,Intersection,2570,MURRAY VALLEY,HIGHWAY,SCOBIE,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2500500.084,2588865.317
2522806.219,2388496.845,589,T20170017433,2017/09/10 00:00:00+00,12.:5.00,3,1,Collision with vehicle,A,C,32,2,Drivers,M,On PRINCES HIGHWAY 178m E from Int PRINCES HIGHWAY SERVICE ROAD FWD,321353,N,N,Non Intersection,2510,PRINCES,HIGHWAY,PRINCES FWD,HIGHWAY SERVICE ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2522806.219,2388496.845
2501813.16,2544561.716,590,T20170017595,2017/09/13 00:00:00+00,07.:0.00,1,4,Collision with a fixed object,A,A,21,2,Drivers,M,On NAGAMBIE-RUSHWORTH ROAD 798m N from Int CHEONG ROAD,321652,N,N,Non Intersection,9999,NAGAMBIE-RUSHWORTH,ROAD,CHEONG,ROAD,Non Declared Road,CAMPASPE,NORTHERN REGION,Country,2501813.16,2544561.716
2509948.192,2413482.831,591,T20170017890,2017/09/17 00:00:00+00,13.:3.00,2,4,Collision with a fixed object,A,A,29,4,Motorcyclists,M,On HIGH STREET 46m S from Int WINTERS WAY,321592,N,N,Non Intersection,5931,HIGH,STREET,WINTERS,WAY,Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2509948.192,2413482.831
2427504.962,2434064.428,592,T20170018004,2017/09/19 00:00:00+00,14.:2.00,3,1,Collision with vehicle,A,01,16,3,Passengers,F,On WESTERN FREEWAY 234m W from Int RACECOURSE ROAD,321664,N,N,Non Intersection,2520,WESTERN,FREEWAY,RACECOURSE,ROAD,Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2427504.962,2434064.428
2432914.891,2380107.152,593,T20170018051,2017/09/20 00:00:00+00,11.:1.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,F,On MIDLAND HIGHWAY 224m NW from Int FYANSFORD-GHERINGHAP ROAD,321688,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,FYANSFORD-GHERINGHAP,ROAD,Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2432914.891,2380107.152
2731470.167,2488985.139,594,T20170018346,2017/09/24 00:00:00+00,16.:4.00,1,1,Collision with vehicle,A,01,15,3,Passengers,F,On OMEO HIGHWAY 556m S from Int BENAMBRA ROAD,321833,N,N,Non Intersection,2560,OMEO,HIGHWAY,BENAMBRA,ROAD,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2731470.167,2488985.139
2731470.167,2488985.139,595,T20170018346,2017/09/24 00:00:00+00,16.:4.00,1,1,Collision with vehicle,A,B,18,2,Drivers,F,On OMEO HIGHWAY 556m S from Int BENAMBRA ROAD,321833,N,N,Non Intersection,2560,OMEO,HIGHWAY,BENAMBRA,ROAD,Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2731470.167,2488985.139
2388439.612,2382157.19,596,T20170018400,2017/09/25 00:00:00+00,17.:5.00,2,1,Collision with vehicle,A,A,44,2,Drivers,M,On HAMILTON HIGHWAY 2218m NW from Int POORNEET STATION ROAD N,322128,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,POORNEET STATION N,ROAD,Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2388439.612,2382157.19
2511662.458,2376311.779,597,T20170018702,2017/10/01 00:00:00+00,01.:0.00,1,4,Collision with a fixed object,A,02,23,3,Passengers,M,On GOVAN STREET 25m SW from Int BARDIA AVENUE,322835,N,N,Non Intersection,9999,GOVAN,STREET,BARDIA,AVENUE,Non Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2511662.458,2376311.779
2493469.216,2414555.058,598,T20170018863,2017/10/03 00:00:00+00,21.:0.00,4,1,Collision with vehicle,A,B,32,4,Motorcyclists,M,At Int of MT ALEXANDER ROAD and ADDISON STREET,45428,I,I,Intersection,5824,MT ALEXANDER,ROAD,ADDISON,STREET,Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2493469.216,2414555.058
2511321.44,2409143.7,599,T20170019087,2017/10/07 00:00:00+00,08.:5.00,1,2,Struck Pedestrian,A,01,97,1,Pedestrians,M,At Int of WHITEHORSE ROAD and LINSLEY STREET,39338,I,I,Intersection,2720,WHITEHORSE,ROAD,LINSLEY,STREET,Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2511321.44,2409143.7
2558912.291,2533740.201,600,T20170019168,2017/10/08 00:00:00+00,13.:1.00,1,4,Collision with a fixed object,A,02,46,3,Passengers,F,On HUME FREEWAY(R) 295m NE from Int GIFFIN ROAD,323368,N,N,Non Intersection,2550,HUME,FREEWAY,GIFFIN,ROAD,Declared Road,STRATHBOGIE,NORTH EASTERN REGION,Country,2558912.291,2533740.201
2507588.358,2399772.59,601,T20170019252,2017/10/09 00:00:00+00,23.:0.00,2,1,Collision with vehicle,A,B,53,2,Drivers,F,At Int of WARRIGAL ROAD and MONA WALK,29653,I,I,Intersection,2070,WARRIGAL,ROAD,MONA,WALK,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2507588.358,2399772.59
2509199.106,2399523.572,602,T20170019308,2017/10/10 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,B,44,4,Motorcyclists,M,On HUNTINGDALE ROAD 39m S from Int LEIGH STREET,322384,N,N,Non Intersection,5306,HUNTINGDALE,ROAD,LEIGH,STREET,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2509199.106,2399523.572
2675145.24,2590700.479,603,T20170019467,2017/10/13 00:00:00+00,03.:3.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On KIEWA VALLEY HIGHWAY 37m SE from Int BOYES ROAD,322487,N,N,Non Intersection,2790,KIEWA VALLEY,HIGHWAY,BOYES,ROAD,Declared Road,WODONGA,NORTH EASTERN REGION,Country,2675145.24,2590700.479
2356217.767,2499111.801,604,T20170019583,2017/10/14 00:00:00+00,15.:0.00,1,6,Vehicle overturned (no collision),A,22,87,3,Passengers,F,On SUNRAYSIA HIGHWAY 246m N from Int TANWOOD ROAD,322528,N,N,Non Intersection,2700,SUNRAYSIA,HIGHWAY,TANWOOD,ROAD,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2356217.767,2499111.801
2356217.767,2499111.801,605,T20170019583,2017/10/14 00:00:00+00,15.:0.00,1,6,Vehicle overturned (no collision),A,23,71,3,Passengers,F,On SUNRAYSIA HIGHWAY 246m N from Int TANWOOD ROAD,322528,N,N,Non Intersection,2700,SUNRAYSIA,HIGHWAY,TANWOOD,ROAD,Declared Road,PYRENEES,WESTERN REGION,Ballarat,2356217.767,2499111.801
2626745.392,2365528.93,606,T20170019730,2017/10/16 00:00:00+00,17.:0.00,2,1,Collision with vehicle,A,A,49,2,Drivers,F,On OLD MELBOURNE ROAD 27m W from Int OLD MELBOURNE ROAD ALT,234393,N,N,Non Intersection,9999,OLD MELBOURNE,ROAD,OLD MELBOURNE ALT,ROAD,Non Declared Road,LATROBE,EASTERN REGION,Country,2626745.392,2365528.93
2496516.392,2409621.182,607,T20170019881,2017/10/18 00:00:00+00,16.:4.00,1,2,Struck Pedestrian,A,01,76,1,Pedestrians,M,On QUEEN STREET 51m S from Int LITTLE BOURKE STREET,322649,N,N,Non Intersection,9999,QUEEN,STREET,LITTLE BOURKE,STREET,Non Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2496516.392,2409621.182
2419174.005,2359504.493,608,T20170019892,2017/10/18 00:00:00+00,20.:3.00,2,1,Collision with vehicle,A,B,18,6,Bicyclists,M,On ATKINS ROAD 368m W from Int BUCKLEY ROAD S,322648,N,N,Non Intersection,9999,ATKINS,ROAD,BUCKLEY S,ROAD,Non Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2419174.005,2359504.493
2515369.133,2372865.001,609,T20170020902,2017/11/01 00:00:00+00,21.:0.00,1,2,Struck Pedestrian,A,01,47,1,Pedestrians,M,On MCCLELLAND DRIVE 344m N from Int ALDER STREET,323152,N,N,Non Intersection,9999,MCCLELLAND,DRIVE,ALDER,STREET,Non Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2515369.133,2372865.001
2508827.925,2398868.351,610,T20170020913,2017/11/02 00:00:00+00,02.:2.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On NORTH ROAD 3m E from Int MORONEY STREET,323224,N,N,Non Intersection,2060,NORTH,ROAD,MORONEY,STREET,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2508827.925,2398868.351
